dashboard,feature,feature_match_score,feature_match_method,question,worksheet,Demographic Category-value,Demographic Category-alias,Demographic Group-value,Demographic Group-alias,Note1-alias,ATTR(Long Description)-alias,Measure Names-value,Measure Names-alias,Measure Values-alias
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),42.7%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),35.5%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,39.0%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,029"
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,COL,College Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),44.4%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,SCOL,Some College,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),40.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,HS,High School Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),40.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),60.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,COL,College Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),31.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,SCOL,Some College,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),27.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,HS,High School Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),28.4%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),43.2%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,COL,College Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,37.6%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,SCOL,Some College,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,33.4%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,HS,High School Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,34.0%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,51.8%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,COL,College Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,250
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,SCOL,Some College,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,241
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,HS,High School Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,318
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,215
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),44.6%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),46.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),45.4%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),26.9%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),34.0%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),33.5%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,35.2%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,40.0%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,39.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,130
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,291
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010 (mobile),Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,369
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Total,Total,Total,Total,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),34.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Total,Total,Total,Total,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),29.7%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Total,Total,Total,Total,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,31.8%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Total,Total,Total,Total,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"4,543"
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),33.8%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),36.0%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),26.7%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),30.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,30.2%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,33.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,575"
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"2,968"
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),30.9%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),53.6%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),47.8%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),26.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),35.0%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),35.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,28.4%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,44.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,41.3%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"3,449"
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,249
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,730
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Age Group,Age Group,65+,65+,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),34.1%
Data Table Builder 2002-2010,"Flu Shot, 65+",0.58,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 65+",Data Table 2002-2010,Age Group,Age Group,65+,65+,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who did not have a flu vaccine within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),29.7%
